id,eclass,CO2,CO,HC,NOx,PMx,fuel,electricity,noise,route,type,waiting,lane,pos,speed,angle,x,y
26 60,HBEFA3/PC_G_EU4,9472.95,131.04,0.83,4.02,0.2,3021.4,0,70.85,26 60,DEFAULT_VEHTYPE,0,:7206789911_3_0,9.67,15.75,48.98,2595.84,2580.58
28 60,HBEFA3/PC_G_EU4,6500.07,88.36,0.56,2.7,0.12,2073.21,0,67.71,28 60,DEFAULT_VEHTYPE,0,24667122#34_0,6.4,12.58,218.84,3754.88,2991.68
29 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.31,29 60,DEFAULT_VEHTYPE,0,828126964#14_1,34.46,26.09,227.66,2906.95,2897.54
3 60,HBEFA3/PC_G_EU4,4522.11,134.02,0.72,1.98,0.09,1442.37,0,66.57,3 60,DEFAULT_VEHTYPE,0,:7872488960_2_0,6.64,4.41,75.46,3573.08,2805.18
30 60,HBEFA3/PC_G_EU4,1920.73,0,0,0.2,0.01,612.65,0,71.89,30 60,DEFAULT_VEHTYPE,0,4987249#21_1,1.57,27.07,52.95,3215.3,2537.07
32 60,HBEFA3/PC_G_EU4,3434.89,16.78,0.16,1.22,0.04,1095.58,0,65.3,32 60,DEFAULT_VEHTYPE,0,25087607#1_0,76.55,13.85,147.89,2866.55,2487.34
33 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.59,33 60,DEFAULT_VEHTYPE,0,-24926458#7_0,8.99,12.29,131.91,4187.49,2869.91
34 60,HBEFA3/PC_G_EU4,10833.72,174.4,1.06,4.73,0.23,3455.41,0,72.75,34 60,DEFAULT_VEHTYPE,0,-24926497_0,35.72,13.03,133.04,3944.96,3076.05
35 60,HBEFA3/PC_G_EU4,5613.81,59.09,0.4,2.24,0.1,1790.54,0,67.22,35 60,DEFAULT_VEHTYPE,0,47378150#4_0,33.45,14.28,300.13,2463.8,3209.65
36 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,53.68,36 60,DEFAULT_VEHTYPE,0,152470846_0,1.14,7.61,343.51,2993.67,2236.32
37 60,HBEFA3/PC_G_EU4,10186.54,133.84,0.86,4.21,0.22,3249,0,72.39,37 60,DEFAULT_VEHTYPE,0,4987210#6_0,16.64,22.02,143.26,3908,2479.49
38 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,69.57,38 60,DEFAULT_VEHTYPE,0,:6064964070_1_0,7.34,23.59,227.09,2995.87,2985.61
40 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,54.58,40 60,DEFAULT_VEHTYPE,0,-703143666#1_0,158.96,8.03,135,3021.99,3282.25
42 60,HBEFA3/PC_G_EU4,1422.95,0,0,0.33,0,453.88,0,62.41,42 60,DEFAULT_VEHTYPE,0,24933855_0,62.6,11.73,62.56,3762.94,2542.52
43 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,69.23,43 60,DEFAULT_VEHTYPE,0,645419926#5_0,60.43,23.04,312.01,3908.36,2840.45
44 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.3,44 60,DEFAULT_VEHTYPE,0,24926513#5_0,7.18,11.84,221.9,4203.12,3070.24
45 60,HBEFA3/PC_G_EU4,1916.64,0,0.03,0.55,0,611.34,0,62.97,45 60,DEFAULT_VEHTYPE,0,694201304#1_0,39.87,11.96,155.58,3740.02,3114.31
46 60,HBEFA3/PC_G_EU4,2710.94,80.57,0.43,1.09,0.04,864.69,0,60.25,46 60,DEFAULT_VEHTYPE,0,:6317543386_4_0,3.76,5.61,181.4,3611.07,3006.18
47 60,HBEFA3/PC_G_EU4,4161.6,121.15,0.65,1.8,0.08,1327.38,0,64.86,47 60,DEFAULT_VEHTYPE,0,:7201339060_1_0,8.93,4.8,224.28,3955.04,2793.94
49 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,69.26,49 60,DEFAULT_VEHTYPE,0,696072697#5_0,13.25,22.38,50.34,2761.01,2111.38
5 60,HBEFA3/PC_G_EU4,4919.2,54.18,0.36,1.95,0.08,1568.99,0,66.11,5 60,DEFAULT_VEHTYPE,0,:6579615637_0_0,2.21,12.81,47.67,3425.75,3082.64
50 60,HBEFA3/PC_G_EU4,1502.93,0,0,0.36,0,479.39,0,62.47,50 60,DEFAULT_VEHTYPE,0,33262191_0,114.38,11.73,237.62,3314.87,2368.95
51 60,HBEFA3/PC_G_EU4,4740,112.47,0.62,2.03,0.09,1511.86,0,65.58,51 60,DEFAULT_VEHTYPE,0,:7206790002_2_0,3.52,6.39,281.05,3007.6,2403.68
52 60,HBEFA3/PC_G_EU4,18249.69,299.67,1.82,8.02,0.43,5820.72,0,77.33,52 60,DEFAULT_VEHTYPE,0,:384790813_1_1,2.85,21.74,227.69,2695.51,2709.91
53 60,HBEFA3/PC_G_EU4,3058.72,0,0.02,0.84,0.03,975.6,0,69.79,53 60,DEFAULT_VEHTYPE,0,828126964#10_1,26.58,22.41,228.06,3126.7,3099.03
54 60,HBEFA3/PC_G_EU4,2495.88,0,0,0.66,0.01,796.08,0,67.68,54 60,DEFAULT_VEHTYPE,0,26752039#9_0,56.29,18.87,222.01,4337.8,2786.01
56 60,HBEFA3/PC_G_EU4,20491.22,359.17,2.15,8.96,0.5,6535.65,0,78.45,56 60,DEFAULT_VEHTYPE,0,28309695#22_0,150.74,26.83,236.46,3231.69,1866.89
58 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,59.35,58 60,DEFAULT_VEHTYPE,0,24667122#49_1,24.33,11.92,233.3,3553.52,2811.09
59 60,HBEFA3/PC_G_EU4,3342.82,7.6,0.11,1.15,0.04,1066.21,0,65.96,59 60,DEFAULT_VEHTYPE,0,645095537#3_0,41.44,15.17,301.33,2687.03,3409.54
60,HBEFA3/PC_G_EU4,7555.47,130.38,0.77,3.26,0.15,2409.83,0,69.43,!60,DEFAULT_VEHTYPE,0,24667244#4_0,22.58,10.1,142.89,2892.39,2606.95
61,HBEFA3/PC_G_EU4,3308.82,93.54,0.5,1.38,0.06,1055.39,0,61.92,!61,DEFAULT_VEHTYPE,0,:8415484023_3_0,2.2,5.56,142.95,2864.87,3001.25
62,HBEFA3/PC_G_EU4,4666.14,119.49,0.65,2.01,0.09,1488.3,0,65.78,!62,DEFAULT_VEHTYPE,0,:7201338996_0_0,3.87,5.71,234.86,3985.31,2773.8
64,HBEFA3/PC_G_EU4,10733.86,162.1,1,4.64,0.23,3423.56,0,72.15,!64,DEFAULT_VEHTYPE,0,828126964#14_0,47.05,14.71,227.66,2895.5,2891.42
65,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,54.67,!65,DEFAULT_VEHTYPE,0,:7872488961_2_0,5.14,5.78,204.93,3538.24,2796.8
67,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,58.48,!67,DEFAULT_VEHTYPE,0,26752039#3_0,3.04,6.7,218.86,4491.97,2957.13
68,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.34,!68,DEFAULT_VEHTYPE,0,24933876#0_0,77.08,13.05,250.06,3982.29,2677.33
69,HBEFA3/PC_G_EU4,7622.19,141.69,0.83,3.32,0.16,2431.11,0,70.08,!69,DEFAULT_VEHTYPE,0,:32537866_5_0,5.19,9.07,154.26,3691.47,2172.4
7 60,HBEFA3/PC_G_EU4,4753.51,55.03,0.36,1.89,0.08,1516.15,0,65.74,7 60,DEFAULT_VEHTYPE,0,30038401#1_0,28.19,12.22,42.87,2698.36,2348.81
70,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.85,!70,DEFAULT_VEHTYPE,0,24934068#1_0,58.38,12.08,221.82,4417.16,2295.64
71,HBEFA3/PC_G_EU4,6302.78,101.14,0.61,2.66,0.12,2010.29,0,67.45,!71,DEFAULT_VEHTYPE,0,-645095538#0_0,27.27,10.48,136.68,3111.03,3220.63
72,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,57.44,!72,DEFAULT_VEHTYPE,0,24926510_0,0.34,6.24,321.29,4102.12,2966.45
73,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,48.77,!73,DEFAULT_VEHTYPE,0,30037829#2_0,40.46,4.92,30.74,2755.01,2336.48
74,HBEFA3/PC_G_EU4,7042.64,98.41,0.62,2.95,0.14,2246.26,0,68.33,!74,DEFAULT_VEHTYPE,0,693476037#1_0,24.77,12.73,127.84,2835.37,3199.15
75,HBEFA3/PC_G_EU4,2585.97,54.57,0.31,0.98,0.03,824.83,0,60.9,!75,DEFAULT_VEHTYPE,0,701529973#1_1,4.96,7.53,57.86,2555.8,2552.71
76,HBEFA3/PC_G_EU4,5228.51,111.77,0.63,2.24,0.1,1667.66,0,66.32,!76,DEFAULT_VEHTYPE,0,-24926503#0_0,12.98,7.29,132.83,4176.73,3220.01
77,HBEFA3/PC_G_EU4,7531.64,116.65,0.71,3.21,0.15,2402.23,0,68.98,!77,DEFAULT_VEHTYPE,0,33262190#3_0,2.62,11.64,272.7,3659.3,2449.66
79,HBEFA3/PC_G_EU4,4592.88,41.56,0.3,1.77,0.07,1464.92,0,66.14,!79,DEFAULT_VEHTYPE,0,-700840147#4_0,4.93,13.7,126.08,4288.06,3249.54
80,HBEFA3/PC_G_EU4,7238.61,100.49,0.63,3.04,0.14,2308.76,0,68.56,!80,DEFAULT_VEHTYPE,0,-24933937#1_0,57.84,13.02,48.03,3607.63,3357.2
82,HBEFA3/PC_G_EU4,3167.24,147.36,0.75,1.41,0.07,1010.25,0,63.99,!82,DEFAULT_VEHTYPE,0,:7201338942_9_0,1.58,1.68,271.93,4268.22,3265.21
83,HBEFA3/PC_G_EU4,5119.31,105.93,0.6,2.18,0.1,1632.83,0,65.97,!83,DEFAULT_VEHTYPE,0,-702215010#0_0,23.78,7.6,301.78,2351.92,3072.37
84,HBEFA3/PC_G_EU4,3877.97,116.16,0.62,1.67,0.08,1236.92,0,63.92,!84,DEFAULT_VEHTYPE,0,-700152576_0,14.9,4.74,93.49,4110.85,3402.26
86,HBEFA3/PC_G_EU4,3283.84,147.45,0.75,1.47,0.07,1047.44,0,64.68,!86,DEFAULT_VEHTYPE,0,24933995_0,6.93,1.83,181.71,3701.94,3399.56
9 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.1,9 60,DEFAULT_VEHTYPE,0,770028814#0_0,1.14,4.69,27.06,4270.69,2122.21
0 60,HBEFA3/PC_G_EU4,3709.06,85.87,0.48,1.53,0.06,1183.04,0,63,0 60,DEFAULT_VEHTYPE,0,:7201339059_8_0,4.87,6.83,66.36,3906.33,2740.9
1 60,HBEFA3/PC_G_EU4,1830.77,0,0,0.47,0,583.95,0,64.06,1 60,DEFAULT_VEHTYPE,0,25087607#1_0,27.72,13.6,160.38,2844.88,2530.99
12 60,HBEFA3/PC_G_EU4,5401.92,109.12,0.62,2.3,0.1,1722.97,0,66.47,12 60,DEFAULT_VEHTYPE,0,:7206774353_2_0,5.54,7.83,112.8,2544.42,2548.66
13 60,HBEFA3/PC_G_EU4,9530.56,145.6,0.89,4.11,0.2,3039.77,0,71.11,13 60,DEFAULT_VEHTYPE,0,28664939#8_0,20.01,13.33,248.74,3721.74,2438.34
15 60,HBEFA3/PC_G_EU4,7086.06,85.83,0.57,2.63,0.15,2260.12,0,73.11,15 60,DEFAULT_VEHTYPE,0,:7201338914_3_1,6.61,27.37,45.65,3856.79,3070.84
18 60,HBEFA3/PC_G_EU4,19421.76,333.59,2,8.48,0.47,6194.55,0,77.86,18 60,DEFAULT_VEHTYPE,0,4987249#53_0,7.57,26.03,46.19,3706.21,2903.43
19 60,HBEFA3/PC_G_EU4,6553.95,86.96,0.56,2.33,0.14,2090.41,0,73.79,19 60,DEFAULT_VEHTYPE,0,:7872626530_0_0,3.64,29.37,53.57,3652.62,2858.04
2 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.03,2 60,DEFAULT_VEHTYPE,0,4987249#97_0,470.25,25.51,65.06,4804.38,3676.59
20 60,HBEFA3/PC_G_EU4,22425.39,400.11,2.38,9.87,0.55,7152.55,0,79.49,20 60,DEFAULT_VEHTYPE,0,:344537869_1_0,3.79,27.07,228.04,3096.12,3075.86
21 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,58.65,21 60,DEFAULT_VEHTYPE,0,-24926500#2_0,42.01,11.3,221.77,3972.26,2985.48
23 60,HBEFA3/PC_G_EU4,5424.6,92.59,0.55,2.27,0.1,1730.2,0,66.19,23 60,DEFAULT_VEHTYPE,0,4987249#0_1,3.87,9.46,25.85,2939.29,2272.89
24 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.48,24 60,DEFAULT_VEHTYPE,0,4987249#76_1,7.23,12.98,47.53,3985.23,3188.79
26 60,HBEFA3/PC_G_EU4,14468.07,225.33,1.38,6.32,0.33,4614.58,0,74.98,26 60,DEFAULT_VEHTYPE,0,701529973#2_0,13.51,18.19,48.79,2609.54,2592.56
28 60,HBEFA3/PC_G_EU4,8448.22,117.83,0.74,3.58,0.17,2694.56,0,69.86,28 60,DEFAULT_VEHTYPE,0,24667122#35_0,3.17,14.22,220.34,3745.78,2980.82
29 60,HBEFA3/PC_G_EU4,4973.39,36.6,0.29,1.66,0.09,1586.29,0,72.07,29 60,DEFAULT_VEHTYPE,0,828126964#14_1,60.61,26.14,227.66,2887.63,2879.93
3 60,HBEFA3/PC_G_EU4,4570.97,114.13,0.63,1.96,0.09,1457.95,0,65.34,3 60,DEFAULT_VEHTYPE,0,:7872488960_2_0,12.62,5.98,66.55,3578.58,2807.45
30 60,HBEFA3/PC_G_EU4,7726.48,99.47,0.65,2.93,0.17,2464.38,0,73.32,30 60,DEFAULT_VEHTYPE,0,:7872494987_0_1,0.43,27.45,53.4,3237.34,2553.44
32 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.11,32 60,DEFAULT_VEHTYPE,0,25087607#1_0,89.49,12.93,144.39,2873.87,2476.69
34 60,HBEFA3/PC_G_EU4,9261.32,131.32,0.82,3.95,0.19,2953.9,0,70.66,34 60,DEFAULT_VEHTYPE,0,-24926497_0,50.53,14.8,133.04,3955.78,3065.94
35 60,HBEFA3/PC_G_EU4,2509.35,0,0.03,0.77,0.02,800.38,0,64.95,35 60,DEFAULT_VEHTYPE,0,47378150#4_0,47.77,14.32,300.13,2451.42,3216.83
36 60,HBEFA3/PC_G_EU4,5585.85,99.65,0.59,2.36,0.11,1781.63,0,66.5,36 60,DEFAULT_VEHTYPE,0,152470846_0,10.22,9.08,325.64,2989.24,2244.18
37 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,68.5,37 60,DEFAULT_VEHTYPE,0,4987210#6_0,38.03,21.39,143.26,3920.8,2462.35
38 60,HBEFA3/PC_G_EU4,3423.51,0,0.07,0.99,0.04,1091.95,0,70.44,38 60,DEFAULT_VEHTYPE,0,828126964#13_1,16.53,23.51,226.23,2981.01,2967.1
40 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,45.25,40 60,DEFAULT_VEHTYPE,0,:6064964063_7_0,2.41,3.63,131.29,3024.77,3279.93
42 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.5,42 60,DEFAULT_VEHTYPE,0,24933855_0,73.85,11.25,62.56,3772.93,2547.7
43 60,HBEFA3/PC_G_EU4,6295.94,55.6,0.41,2.34,0.12,2008.1,0,71.25,43 60,DEFAULT_VEHTYPE,0,645419926#5_0,83.86,23.44,312.01,3890.95,2856.13
44 60,HBEFA3/PC_G_EU4,1718.43,0,0.02,0.47,0,548.12,0,62.61,44 60,DEFAULT_VEHTYPE,0,:6586834182_0_0,2.69,11.69,221.86,4195.32,3061.54
45 60,HBEFA3/PC_G_EU4,4828.41,52.79,0.35,1.91,0.08,1540.04,0,65.99,45 60,DEFAULT_VEHTYPE,0,694201304#1_0,52.61,12.74,157.85,3744.97,3102.58
46 60,HBEFA3/PC_G_EU4,2536.95,73.59,0.39,1,0.04,809.2,0,59.91,46 60,DEFAULT_VEHTYPE,0,24784499#2_0,2.8,5.87,138.69,3614.85,3001.72
47 60,HBEFA3/PC_G_EU4,6805.03,144.26,0.82,2.98,0.14,2170.49,0,69.86,47 60,DEFAULT_VEHTYPE,0,24926513#14_0,4.88,7.28,226.55,3949.81,2788.87
49 60,HBEFA3/PC_G_EU4,18153.77,302.42,1.83,7.91,0.43,5790.13,0,77.12,49 60,DEFAULT_VEHTYPE,0,696072697#5_0,37.82,24.56,55.15,2780.52,2126.1
5 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.34,5 60,DEFAULT_VEHTYPE,0,694204809#4_0,6.61,11.94,47.69,3434.58,3090.68
50 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.37,50 60,DEFAULT_VEHTYPE,0,33262191_0,125.59,11.21,237.62,3305.4,2362.95
51 60,HBEFA3/PC_G_EU4,6988.48,133.74,0.78,3.03,0.14,2229,0,69.22,51 60,DEFAULT_VEHTYPE,0,:7206790002_2_0,12.1,8.58,242.18,2999.67,2401.01
52 60,HBEFA3/PC_G_EU4,14329.16,221.02,1.36,6.13,0.33,4570.28,0,74.88,52 60,DEFAULT_VEHTYPE,0,890218773#3_1,15.09,23.45,227.85,2678.13,2694.16
53 60,HBEFA3/PC_G_EU4,9422.94,119.76,0.78,3.82,0.2,3005.45,0,72.41,53 60,DEFAULT_VEHTYPE,0,828126964#10_1,49.9,23.32,228.06,3109.36,3083.45
54 60,HBEFA3/PC_G_EU4,3264.74,0,0.05,1.02,0.03,1041.3,0,68,54 60,DEFAULT_VEHTYPE,0,26752039#9_0,75.21,18.92,222.01,4325.13,2771.95
56 60,HBEFA3/PC_G_EU4,8866.3,122.56,0.78,3.47,0.2,2827.92,0,73.62,56 60,DEFAULT_VEHTYPE,0,28309695#22_0,178.13,27.38,236.46,3208.87,1851.76
58 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,57.27,58 60,DEFAULT_VEHTYPE,0,24667122#49_1,33.94,9.61,233.3,3545.82,2805.34
59 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,64,59 60,DEFAULT_VEHTYPE,0,645095537#3_0,56.05,14.61,301.33,2674.55,3417.14
60,HBEFA3/PC_G_EU4,10386.92,168.31,1.02,4.53,0.22,3312.91,0,72.38,!60,DEFAULT_VEHTYPE,0,24667244#4_0,35.16,12.59,142.89,2899.99,2596.92
61,HBEFA3/PC_G_EU4,6525.14,133.17,0.76,2.84,0.13,2081.22,0,68.85,!61,DEFAULT_VEHTYPE,0,:8415484023_3_0,9.95,7.75,137.03,2870.15,2995.58
62,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,54.06,!62,DEFAULT_VEHTYPE,0,:7201338996_0_0,8.51,4.64,284.09,3981.07,2775.06
64,HBEFA3/PC_G_EU4,11493.19,168.55,1.05,4.95,0.25,3665.74,0,72.62,!64,DEFAULT_VEHTYPE,0,828126964#14_0,63.79,16.74,227.66,2883.12,2880.14
65,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,55.71,!65,DEFAULT_VEHTYPE,0,771970759_0,2.8,5.07,159.35,3539.93,2792.21
67,HBEFA3/PC_G_EU4,4821.02,95.26,0.55,2.03,0.09,1537.69,0,65.27,!67,DEFAULT_VEHTYPE,0,26752039#3_0,11.05,8.01,222.01,4486.61,2951.18
68,HBEFA3/PC_G_EU4,3582.78,22.54,0.18,1.3,0.04,1142.75,0,65.19,!68,DEFAULT_VEHTYPE,0,:7201339013_1_0,1.55,13.42,250.05,3969.67,2672.75
69,HBEFA3/PC_G_EU4,1577.48,19.5,0.12,0.47,0,503.17,0,60.26,!69,DEFAULT_VEHTYPE,0,772191685_0,2.69,8.85,148.43,3695.57,2164.61
7 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.79,7 60,DEFAULT_VEHTYPE,0,30038401#1_0,39.52,11.34,42.87,2706.07,2357.11
70,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,53.97,!70,DEFAULT_VEHTYPE,0,24934068#1_0,66.2,7.82,221.82,4411.95,2289.81
71,HBEFA3/PC_G_EU4,6689.74,97.09,0.6,2.81,0.13,2133.7,0,67.9,!71,DEFAULT_VEHTYPE,0,-645095538#0_0,39.2,11.93,136.68,3119.21,3211.95
72,HBEFA3/PC_G_EU4,6815.13,132.03,0.76,2.96,0.14,2173.7,0,69,!72,DEFAULT_VEHTYPE,0,24926510_0,8.75,8.4,312.08,4095.89,2972.08
73,HBEFA3/PC_G_EU4,6592.99,139.9,0.79,2.88,0.14,2102.86,0,69.38,!73,DEFAULT_VEHTYPE,0,:6602409034_0_0,6.28,7.28,62.38,2760.52,2340.55
74,HBEFA3/PC_G_EU4,7630.56,101.32,0.64,3.19,0.15,2433.77,0,69.04,!74,DEFAULT_VEHTYPE,0,693476037#1_0,38.93,14.16,127.84,2846.56,3190.47
75,HBEFA3/PC_G_EU4,6775.61,120.69,0.71,2.91,0.14,2161.1,0,68.42,!75,DEFAULT_VEHTYPE,0,701529973#1_0,14.39,9.43,55.03,2565.42,2555.31
76,HBEFA3/PC_G_EU4,5395.23,99.27,0.58,2.28,0.1,1720.83,0,66.23,!76,DEFAULT_VEHTYPE,0,-24926503#0_0,21.72,8.74,132.83,4183.14,3214.07
77,HBEFA3/PC_G_EU4,9939.09,151.23,0.93,4.29,0.21,3170.07,0,71.48,!77,DEFAULT_VEHTYPE,0,33262190#3_0,16.39,13.76,273.64,3645.57,2450.53
79,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.25,!79,DEFAULT_VEHTYPE,0,-700840147#4_0,18.22,13.29,126.08,4298.8,3241.71
80,HBEFA3/PC_G_EU4,3060.73,12.96,0.13,1.06,0.03,976.24,0,64.68,!80,DEFAULT_VEHTYPE,0,-24933937#1_0,71.09,13.24,48.03,3617.47,3366.06
82,HBEFA3/PC_G_EU4,3427.77,130.73,0.68,1.5,0.07,1093.34,0,63.34,!82,DEFAULT_VEHTYPE,0,-700840147#5_0,1.44,3.09,173.55,4269.85,3262.8
83,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,44.69,!83,DEFAULT_VEHTYPE,0,-702215010#0_0,27.15,3.37,301.78,2349.06,3074.15
84,HBEFA3/PC_G_EU4,4824.35,114.4,0.63,2.07,0.09,1538.76,0,65.8,!84,DEFAULT_VEHTYPE,0,-700152576_0,21.27,6.37,93.49,4117.21,3401.87
86,HBEFA3/PC_G_EU4,3442.3,129.23,0.67,1.5,0.07,1097.97,0,63.29,!86,DEFAULT_VEHTYPE,0,24933995_0,10.13,3.21,181.26,3701.89,3396.35
88,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!88,DEFAULT_VEHTYPE,0,-30037829#1_0,5.1,0,164.19,2731.68,2282.46
9 60,HBEFA3/PC_G_EU4,5970.61,132.17,0.74,2.6,0.12,1904.35,0,68.31,9 60,DEFAULT_VEHTYPE,0,770028814#0_0,7.99,6.85,13.17,4272.25,2128.88
0 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,57.33,0 60,DEFAULT_VEHTYPE,0,-24926442#2_0,2.14,6.31,131.88,3911.27,2737.22
1 60,HBEFA3/PC_G_EU4,2493.41,0,0.05,0.78,0.02,795.29,0,64.52,1 60,DEFAULT_VEHTYPE,0,25087607#1_0,41.38,13.65,156.9,2849.95,2518.32
12 60,HBEFA3/PC_G_EU4,3911.59,69.71,0.41,1.58,0.06,1247.63,0,63.65,12 60,DEFAULT_VEHTYPE,0,701529973#1_1,1.1,8.64,66.09,2552.55,2550.66
13 60,HBEFA3/PC_G_EU4,11845.56,180.47,1.11,5.15,0.26,3778.13,0,73.09,13 60,DEFAULT_VEHTYPE,0,28664939#8_0,35.62,15.62,248.74,3707.19,2432.68
15 60,HBEFA3/PC_G_EU4,8630.44,120.25,0.77,3.35,0.19,2752.69,0,73.72,15 60,DEFAULT_VEHTYPE,0,:7872626550_0_1,4.48,27.85,47.37,3877.06,3090.04
18 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,68.83,18 60,DEFAULT_VEHTYPE,0,4987249#54_0,12.56,23.6,42.55,3722.58,2920.54
19 60,HBEFA3/PC_G_EU4,22521.13,431,2.53,9.82,0.57,7183.1,0,79.69,19 60,DEFAULT_VEHTYPE,0,:32537933_1_0,6.02,31.36,51.08,3677.77,2876.97
2 60,HBEFA3/PC_G_EU4,11963.91,182.34,1.13,4.95,0.27,3815.89,0,74.42,2 60,DEFAULT_VEHTYPE,0,4987249#97_0,496.81,26.56,65.06,4828.46,3687.79
20 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.4,20 60,DEFAULT_VEHTYPE,0,828126964#11_0,19.07,26.48,228.09,3076.42,3058.16
21 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,53.08,21 60,DEFAULT_VEHTYPE,0,-24926500#2_0,49.26,7.25,221.77,3967.44,2980.08
23 60,HBEFA3/PC_G_EU4,7745.64,123.42,0.75,3.32,0.16,2470.48,0,69.32,23 60,DEFAULT_VEHTYPE,0,4987249#0_1,15.22,11.35,25.88,2944.24,2283.1
24 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.29,24 60,DEFAULT_VEHTYPE,0,4987249#76_1,16.56,9.33,47.53,3992.11,3195.09
26 60,HBEFA3/PC_G_EU4,12591.11,183.58,1.14,5.39,0.28,4015.92,0,73.48,26 60,DEFAULT_VEHTYPE,0,:7206789917_3_0,1.5,20,48.6,2624.58,2605.75
28 60,HBEFA3/PC_G_EU4,11746.94,175.24,1.08,5.08,0.26,3746.68,0,72.88,28 60,DEFAULT_VEHTYPE,0,24667122#37_0,0.42,16.36,221.72,3734.99,2968.56
29 60,HBEFA3/PC_G_EU4,4598.01,28.87,0.25,1.48,0.08,1466.56,0,71.98,29 60,DEFAULT_VEHTYPE,0,:6605210358_1_1,11.51,26.14,229.07,2868.07,2862.49
3 60,HBEFA3/PC_G_EU4,5645.29,115.2,0.66,2.42,0.11,1800.59,0,67.01,3 60,DEFAULT_VEHTYPE,0,:7872626532_0_1,0.96,7.74,53.94,3584.97,2811.8
30 60,HBEFA3/PC_G_EU4,5052.93,44.48,0.33,1.67,0.1,1611.66,0,72.67,30 60,DEFAULT_VEHTYPE,0,4987249#24_1,3.03,27.46,53.38,3259.38,2569.82
32 60,HBEFA3/PC_G_EU4,4407.25,38.82,0.28,1.69,0.07,1405.71,0,65.91,32 60,DEFAULT_VEHTYPE,0,25087607#1_0,103.01,13.53,140.42,2882.42,2466.21
34 60,HBEFA3/PC_G_EU4,4592.47,32.51,0.26,1.73,0.07,1464.78,0,66.85,34 60,DEFAULT_VEHTYPE,0,-24926497_0,65.86,15.33,133.04,3966.99,3055.48
35 60,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,57.81,35 60,DEFAULT_VEHTYPE,0,47378150#4_0,58.3,10.54,300.13,2442.31,3222.12
36 60,HBEFA3/PC_G_EU4,8819.74,145.63,0.88,3.83,0.18,2813.06,0,70.81,36 60,DEFAULT_VEHTYPE,0,152470846_0,21.56,11.34,302.26,2980.31,2251.07
37 60,HBEFA3/PC_G_EU4,1611.1,0,0,0.19,0,513.88,0,68.69,37 60,DEFAULT_VEHTYPE,0,4987210#6_0,59.11,21.07,143.26,3933.4,2445.46
38 60,HBEFA3/PC_G_EU4,3651.14,1.2,0.09,1.09,0.05,1164.55,0,70.48,38 60,DEFAULT_VEHTYPE,0,828126964#13_1,40,23.46,226.23,2964.07,2950.87
40 60,HBEFA3/PC_G_EU4,4904.24,126.59,0.69,2.13,0.1,1564.24,0,66.61,40 60,DEFAULT_VEHTYPE,0,:6064964063_10_0,3.99,5.54,105.69,3029.86,3278.29
